,text,neutral,positive,negative,narrator,y,text_french
513,"« Ξάστερα δώσε μου το λόγο σου και στρέξε αυτά που σου 'πα,",0.0,0.375,0.625,0.0,"[0.0, 0.375, 0.625, 0.0]","Tu me donnes ta parole, et tu cours après ce que je t'ai dit."
514,"για αρνήσου μου, τι εσύ δε σκιάζεσαι κανένα, για να ξέρω",0.0,0.375,0.625,0.0,"[0.0, 0.375, 0.625, 0.0]","Niez-moi ce que vous n'avez pas d'ombre, pour que je sache."
515,"καλά, ή θεά πως είμαι απ᾿ όλους σας ή πιο παραριγμένη.»",0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]","D'accord, ou de la déesse que je suis de vous tous ou plus."
516,Συχύστη τότε ο Δίας κι απάντησεν ο νεφελοστοιβάχτης:,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 1.0]",Alors Zeus s'est mis en route et l'empereur a répondu:
517,"«Ωχού μπελάδες! Σε φαγώματα με βάζεις με την Ήρα,",0.0,0.125,0.875,0.0,"[0.0, 0.125, 0.875, 0.0]","Oh, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde, merde! Tu me manges avec Hera,"
518,που θα μ᾿ αρχίσει τα μαλώματα και θα μ᾿ αγκυλοχεύει.,0.0,0.125,0.875,0.0,"[0.0, 0.125, 0.875, 0.0]",qui m'accrochera aux cheveux et m'accrochera.
519,Έτσι κι αλλιώς μες στους αθάνατους θεούς θυμώνει εκείνη,0.0,0.125,0.875,0.0,"[0.0, 0.125, 0.875, 0.0]","De toute façon, dans les dieux immortels, elle s'énerve."
520,"μαζί μου, τάχα πως στον πόλεμο τους Τρώες συντρέχω πάντα.",0.0,0.125,0.875,0.0,"[0.0, 0.125, 0.875, 0.0]","Avec moi, j'ai toujours assisté à la guerre des Troyens."
521,"Μα τώρα εσύ τραβήξου γρήγορα, δε θέλω να σε νιώσει",0.125,0.125,0.75,0.0,"[0.125, 0.125, 0.75, 0.0]","Mais maintenant, dépêche-toi, je ne veux pas qu'elle te ressente."
522,"η Ήρα, κι εγώ όλα που μελέτησες θα τα γνοιαστώ να γενούν.",0.125,0.625,0.25,0.0,"[0.125, 0.625, 0.25, 0.0]","Héra et moi, tout ce que tu as étudié, je le saurai."
523,"Ομπρός λοιπόν, με το κεφάλι μου θα γνέψω, να πιστέψεις'",0.125,0.625,0.25,0.0,"[0.125, 0.625, 0.25, 0.0]","Vas-y, je vais hocher la tête, tu vas croire."
524,τι αυτό είναι μέσα στους αθάνατους το πιο τρανό από μένα,0.125,0.625,0.25,0.0,"[0.125, 0.625, 0.25, 0.0]",Qu'y a-t-il de plus important dans les immortels que moi?
525,σημάδι᾿ τι είναι αμεταγύριστος κι αψεύτιστος και βγαίνει,0.125,0.5,0.375,0.0,"[0.125, 0.5, 0.375, 0.0]","Un signe de ce qu'il est sans argent, sans mensonge, et il sort."
526,"το δίχως άλλο πάντα ο λόγος μου, με το κεφάλι ως γνέψω.»",0.25,0.5,0.25,0.0,"[0.25, 0.5, 0.25, 0.0]","C'est toujours ma parole, avec la tête comme un signe."
527,"Είπε, και με τα φρύδια του έγνεψε τα μαύρα ο γιος του Κρόνου,",0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 1.0]","Il a dit, et avec ses sourcils, le fils de Saturne a hoché les sourcils noirs,"
528,κι οι θείες με ορμήν αναταράχτηκαν οι χήτες στο κεφάλι,0.125,0.5,0.375,0.0,"[0.125, 0.5, 0.375, 0.0]",Et les tantes se sont agitées sur la tête.
529,"το αθάνατο, και ριζοτράνταξε τον Όλυμπο το μέγα.",0.125,0.5,0.375,0.0,"[0.125, 0.5, 0.375, 0.0]","l'immortel, et il a pris le pouvoir sur Olympe le grand."
530,"Σαν έτσι οι δυο τους τα συνταίριαξαν, χωρίζουν στου πελάγου",0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 1.0]","C'est comme ça qu'ils se sont mis ensemble, ils se séparent sur la mer."
531,"πηδά τα βάθη από τον Όλυμπο το φωτοβόλο εκείνη,",0.375,0.5,0.125,0.0,"[0.375, 0.5, 0.125, 0.0]","elle saute du fond de l'Olympe,"
532,"κι ο Δίας τραβούσε στο παλάτι του, κι όλοι μαζί ασκωθήκαν",0.125,0.75,0.125,0.0,"[0.125, 0.75, 0.125, 0.0]","Zeus tirait dans son palais, et ils s'entraînaient tous ensemble."
533,απ᾿ τα θρονιά οι θεοί᾿ δεν τόλμησε στον κύρη ομπρός κανένας,0.125,0.75,0.125,0.0,"[0.125, 0.75, 0.125, 0.0]",Les dieux des trônes n'ont pas osé le Seigneur.
534,"να μείνει καθιστός, ως ζύγωνε, μόν᾿ στάθηκαν μπροστά του.",0.125,0.625,0.25,0.0,"[0.125, 0.625, 0.25, 0.0]","qu'il reste assis, comme une balance, seulement'ils se tenaient devant lui."
535,Κι αυτός στο θρόνο τότε εκάθισε. Δεν είχε όμως ξεφύγει,0.375,0.25,0.375,0.0,"[0.375, 0.25, 0.375, 0.0]",Lui aussi sur le trône s'est assis. Mais il ne s'était pas enfui.
536,"της Ήρας τη ματιά, και το 'ξερε πως μίλησε μαζί του",0.375,0.25,0.375,0.0,"[0.375, 0.25, 0.375, 0.0]","Héra regardait, et il savait qu'il lui parlait."
537,"η Θέτη, η κόρη η χιοναστράγαλη του θαλασσογερόντου·",0.125,0.375,0.5,0.0,"[0.125, 0.375, 0.5, 0.0]","Thethes, la fille de l'étoile de neige du vieil oiseau de mer;"
538,"κι ευτύς στο γιο του Κρόνου εγύρισε, μιλά και τον κεντρίζει:",0.25,0.25,0.5,0.0,"[0.25, 0.25, 0.5, 0.0]","Le fils de Saturne s'est retourné, a parlé et l'a attiré:"
539,"«Ποιος πάλε απ᾿ τους θεούς, δολόγνωμε, τα ταίριαξε μαζί σου;",0.0,0.375,0.625,0.0,"[0.0, 0.375, 0.625, 0.0]","Qui se bat contre les dieux, escroque-t-il, s'accorde-t-il avec toi?"
540,Πάντα σου αρέσει αλήθεια αλάργα μου καθούμενος να κλώθεις,0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]",Tu aimes toujours vraiment ma saucisse assise là à te botter les fesses.
541,"διαλογισμούς κρυφούς κι απόφασες να παίρνεις, και ποτέ σου",0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]","des méditations secrètes et tu as décidé de prendre, et jamais"
542,το που 'βαλες στο νου δε θέλησες να μου το πεις και μένα.»,0.125,0.25,0.625,0.0,"[0.125, 0.25, 0.625, 0.0]",Tu n'as pas voulu me le dire.
543,Κι απηλογήθη των αθάνατων και των θνητών ο κύρης:,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 1.0]",Et le seigneur excusa les immortels et les mortels:
544,"«Ήρα, το κάθε που στοχάζομαι καθόλου μην τ᾿ ολπίζεις",0.0,0.5,0.5,0.0,"[0.0, 0.5, 0.5, 0.0]","Héra, tout ce à quoi je pense ne l'espère pas."
545,"να σου το φανερώνω᾿ δύσκολο, γυναίκα μου κι ας είσαι.",0.0,0.625,0.375,0.0,"[0.0, 0.625, 0.375, 0.0]","Pour te le dire, c'est dur, ma femme, même si tu l'es."
546,"Αλήθεια, ό,τι είναι που δε θα 'βλαφτε να μαθευτεί, κανένας",0.125,0.625,0.25,0.0,"[0.125, 0.625, 0.25, 0.0]","Vraiment, ce que vous ne ferez pas de mal à ce que ça se sache, personne."
547,"πριν από σένα, μήτε αθάνατος μήτε θνητός, θα μάθει.",0.125,0.75,0.125,0.0,"[0.125, 0.75, 0.125, 0.0]","Avant toi, ni immortel, ni mortel, il saura."
548,"Μα αυτό που χώρια απ᾿ τους αθάνατους στο νου μου εγώ θα βάλω,",0.25,0.5,0.25,0.0,"[0.25, 0.5, 0.25, 0.0]","Mais ce que je ne veux pas des immortels, c'est moi."
549,μη θες να το ρωτάς ανώφελα και μην ψιλοσκαλίζεις.»,0.0,0.5,0.5,0.0,"[0.0, 0.5, 0.5, 0.0]",Ne pose pas de questions inutiles et ne fais pas de bêtises.
550,και τότε η σεβαστή του απάντησε βοϊδομάτη Ήρα κι είπε:,0.625,0.25,0.125,0.0,"[0.625, 0.25, 0.125, 0.0]","Et puis sa respectable a répondu, M. Hera, et a dit:"
551,"« Ύγιέ του Κρόνου τρομερότατε, τι λόγια αυτά που κρένεις;",0.0,0.5,0.5,0.0,"[0.0, 0.5, 0.5, 0.0]","Honneur de Saturne, vous avez eu peur. Quelles paroles avez-vous?"
552,"Ποτέ να σε ρωτώ δε θέλησα και να ψιλοσκαλίζω,",0.0,0.5,0.5,0.0,"[0.0, 0.5, 0.5, 0.0]",Je n'ai jamais voulu te demander ça.
553,"μόν᾿ ό,τι θες μπορείς ανέγνοιαστα να στοχαστείς μονάχος.",0.0,0.625,0.375,0.0,"[0.0, 0.625, 0.375, 0.0]",C'est tout ce que tu veux. Tu ne peux penser que par toi-même.
554,"Μα τώρα τρέμω μες στα σπλάχνα μου, μη σ᾿ έχει καταφέρει",0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]","Mais maintenant je tremble dans mes entrailles, ne t'en fais pas."
555,"η Θέτη, η κόρη η χιοναστράγαλη του θαλασσογερόντου·",0.25,0.375,0.375,0.0,"[0.25, 0.375, 0.375, 0.0]","Thethes, la fille de l'étoile de neige du vieil oiseau de mer;"
556,"τι σύναυγα κοντά σου εκάθισε και σου 'πιάσε τα γόνα,",0.0,0.375,0.625,0.0,"[0.0, 0.375, 0.625, 0.0]",Qu'est-ce que j'ai fait avec toi? Assieds-toi et attrape tes genoux.
557,κι αλήθεια εσύ θαρρώ της έταξες στον Αχιλλέα να δώσεις,0.0,0.375,0.625,0.0,"[0.0, 0.375, 0.625, 0.0]",Et je crois que tu lui as demandé de donner à Achille.
558,"τιμή, κι Αργίτες γύρω στ᾿ άρμενα περίσσιους ν᾿ αφανίσεις.»",0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]","honneur, et Argytes autour de l'abîme d'exterminateurs."
559,και τότε ο Δίας της άποκρίθηκεν ο νεφελοστοιβάχτης:,0.625,0.125,0.25,0.0,"[0.625, 0.125, 0.25, 0.0]",Et Zeus lui répondit:
560,«Δαιμονισμένη! Πάντα το κακό στο νου σου! Δε γλιτώνω!,0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]",Elle est possédée! Toujours le mal à l'esprit. Je ne m'en tirerai pas comme ça!
561,"όμως χαμένοι πάνε οι κόποι σου, και μόνο απ᾿ την καρδιά μου",0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]","Mais tes efforts sont vains, et seulement mon cœur."
562,"μακραίνεις. Τόσο το χειρότερο για σένα, λέω. Κι αν έτσι",0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]",Tu t'éloignes. C'est pire pour toi. Et si c'est comme ça
563,"μαθές ως τα 'πες τούτα εγίνηκαν, έτσι μου αρέσει εμένα!",0.0,0.375,0.625,0.0,"[0.0, 0.375, 0.625, 0.0]",C'est comme ça que j'aime ça.
564,"Μόν᾿ κάθου κι άκουε κάθε λόγο μου, και μη μου βγάζεις άχνα,",0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]","Assieds-toi et écoute toutes mes paroles, et ne me fais pas un bruit."
565,"μην έρθω αυτού και ρίξω απάνω σου τ᾿ ανίκητα μου χέρια,",0.125,0.25,0.625,0.0,"[0.125, 0.25, 0.625, 0.0]",Je n'irai pas le voir et te mettrai mes mains invincibles sur toi.
566,και τότε πια δε θα σε γλίτωναν όλοι οι θεοί του Ολύμπου.»,0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]","Et alors, tous les dieux d'Olympe ne t'auraient pas épargné."
567,"Ετσι είπε, κι η σεβάσμια δείλιασε βοϊδομάτη Ήρα ομπρός του,",0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 1.0]","C'est ce qu'il a dit, et la respectabilité a ébranlé Hera."
568,και κόμπο την καρδιά της δένοντας δίχως μιλιά εκαθόταν,0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]","Et un noeud dans son cœur, ligotant sans parler, elle s'asseyait"
569,μα κι οί άλλοι αθάνατοι επικράθηκαν στου Δία το αρχονταρίκι.,0.125,0.375,0.5,0.0,"[0.125, 0.375, 0.5, 0.0]",Mais les autres immortels ont été attaqués par Zeus le Maître.
570,"Τότε ο λαμπρός τεχνίτης Ήφαιστος πήρε να λέει μπροστά τους,",0.375,0.375,0.25,0.0,"[0.375, 0.375, 0.25, 0.0]",Puis le brillant artisan d'Héphaïste s'est mis à dire devant eux:
571,"για να γλυκάνει τη μητέρα του, την κρουσταλλόχερη Ήρα:",0.125,0.75,0.125,0.0,"[0.125, 0.75, 0.125, 0.0]","Pour adoucir sa mère, la main de perroquet Hera:"
572,"«Ώχού μπελάδες που μας πλάκωσαν αβάσταχτοι, αν οι δυο σας",0.0,0.25,0.625,0.125,"[0.0, 0.25, 0.625, 0.125]","Oh, des ennuis qui nous ont assommé si vous deux."
573,"για τους θνητούς εδώ συχύζεστε, κι αμάχες και φοβέρες",0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]","Pour les mortels, ici, vous vous battez, vous vous battez et vous avez peur."
574,"μες στους αθάνατους ασκώνετε, και μήτε θα χαρούμε",0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]","Vous faites de l'exercice dans les immortels, et nous ne serons pas heureux."
575,"γλυκό ψωμί, τι αλήθεια δαίμονας κακός μας δυναστεύει.",0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]","Pain doux, quel démon vraiment méchant nous dynastie."
576,"Μια γνώμη θα 'δινα στη μάνα μου, κι ας το νογάει κι ατή της:",0.125,0.625,0.25,0.0,"[0.125, 0.625, 0.25, 0.0]","J'aurais donné un avis à ma mère, même si elle l'a fait:"
577,"το Δία τον κύρη να καλόπιανε, να μην αρχίσει πάλε",0.0,0.75,0.25,0.0,"[0.0, 0.75, 0.25, 0.0]","Jupiter, le seigneur, ne s'est pas battu."
578,"μαλώματα και το τραπέζι μας κάμει άνω κάτω, ως τρώμε᾿",0.0,0.625,0.375,0.0,"[0.0, 0.625, 0.375, 0.0]","Les cheveux et la table, c'est comme ça qu'on mange."
579,τι αν θέλει του Ολύμπου ο αστραπόχαρος αφέντης απ᾿ τους θρήνους,0.0,0.625,0.375,0.0,"[0.0, 0.625, 0.375, 0.0]",Qu'est-ce que si le maître de foudre d'Olympe veut?
580,να μας πετάξει... τι στη δύναμη πολύ τρανότερος μας.,0.0,0.5,0.5,0.0,"[0.0, 0.5, 0.5, 0.0]",Nous jeter... quoi dans notre pouvoir bien plus grand que nous.
581,"Μόν᾿ έλα τώρα εσύ, καλόπιασ᾿ τον και γλυκομίλησέ του,",0.0,0.875,0.125,0.0,"[0.0, 0.875, 0.125, 0.0]","Allez, sois gentil avec lui et parle-lui gentiment."
582,και τότε ευτύς ο αφέντης του Ολύμπου θα 'ναι καλός μαζί μας.»,0.125,0.875,0.0,0.0,"[0.125, 0.875, 0.0, 0.0]",Et le maître d'Olympe sera gentil avec nous.
583,"Έτσι είπε, και πηδώντας έβαλε στης ακριβής του μάνας",0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 1.0]","C'est ce qu'il a dit, et en sautant, il s'est mis à la maman exacte."
584,"τα χέρια κούπα διπλογούβωτη, κι αυτά της λέει τα λόγια:",0.375,0.5,0.125,0.0,"[0.375, 0.5, 0.125, 0.0]","les mains d'une tasse double, et c'est ce qu'il lui dit:"
585,"« Υπομονέψου τώρα, μάνα μου, βαστά, κι ας έχεις πίκρα,",0.0,0.875,0.125,0.0,"[0.0, 0.875, 0.125, 0.0]","Patience maintenant, ma mère, tiens bon, même si tu as de l'amertume,"
586,μη λάχει και σε ιδώ να δέρνεσαι και δεν μπορέσω χέρι,0.0,0.875,0.125,0.0,"[0.0, 0.875, 0.125, 0.0]",Je t'ai vu te battre et je n'ai pas la main.
587,"να δώσω, μ᾿ όλη την αγάπη μου, κι ας σε πονά η καρδιά μου·",0.0,0.75,0.25,0.0,"[0.0, 0.75, 0.25, 0.0]","de donner, par tout mon amour, et que mon coeur te fasse mal."
588,τι αλί σε κείνον που με του Ολύμπου το ρήγα θα τα βάλει!,0.0,0.625,0.375,0.0,"[0.0, 0.625, 0.375, 0.0]",Le roi de l'Olympe va s'en prendre à lui.
589,"Κι άλλη φορά, που να 'ρθω θέλησα βοηθός σου, από το πόδι",0.125,0.5,0.375,0.0,"[0.125, 0.5, 0.375, 0.0]","Une autre fois, j'ai voulu t'aider par la jambe."
590,μ᾿ έπιασε αυτός κι από το αθάνατο με πέταξε κατώφλι',0.125,0.25,0.625,0.0,"[0.125, 0.25, 0.625, 0.0]","Il m'a attrapé, et il m'a jeté à la porte de l'immortel."
591,"όλη τη μέρα, ως το βασίλεμα του γήλιου, εγκρεμιζόμουν,",0.125,0.25,0.625,0.0,"[0.125, 0.25, 0.625, 0.0]","Toute la journée, jusqu'au royaume de la terre, j'ai été pendu,"
592,"ως πού στη Λήμνο πια σωριάστηκα με την ψυχή στο στόμα,",0.125,0.375,0.5,0.0,"[0.125, 0.375, 0.5, 0.0]","Jusqu'à ce qu'à Limnos, je sois bourré d'âmes dans la bouche,"
593,"κι ευτύς, ως έπεσα, με πήρανε να με γνοιαστούν οι Σίντες.»",0.0,0.75,0.25,0.0,"[0.0, 0.75, 0.25, 0.0]","Et heureusement, quand je suis tombé, les Sides m'ont emmené."
594,"Έτσι είπε, κι η θεά αχνογέλασεν, η κρουσταλλόχερη Ήρα,",0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 1.0]","C'est ce qu'elle a dit, et la déesse s'est mise à rire."
595,κι αχνογελώντας μες στα χέρια της πήρε απ᾿ το γιο την κούπα.,0.0,0.875,0.125,0.0,"[0.0, 0.875, 0.125, 0.0]","Et souriant dans ses mains, elle a pris la tasse de son fils."
596,Κι αυτός απ᾿ το κροντήρι ανάσερνε και μοίραζε στους άλλους,0.25,0.625,0.125,0.0,"[0.25, 0.625, 0.125, 0.0]","Lui aussi, de la sonnerie, respirait et distribuait aux autres."
597,—δεξιά μεριά—θεούς αθάνατο γλυκό κρασί να πιούνε.,0.0,0.875,0.125,0.0,"[0.0, 0.875, 0.125, 0.0]","Du côté droit, des dieux immortels, du vin doux à boire."
598,"Κι άσβηστο γέλιο τότε άσκώθηκε μες στους μακαρισμένους,",0.0,0.75,0.25,0.0,"[0.0, 0.75, 0.25, 0.0]",Et un rire impénétrable se répandit dans les défunts.
599,λαχανιαστό να ιδούν τον Ήφαιστο τα πόδια του να σέρνει.,0.25,0.25,0.5,0.0,"[0.25, 0.25, 0.5, 0.0]",Ça a l'air fatigué de voir Héphaïstos traîner ses pieds.
600,"Τότε έτσι εκείνοι, ως που εβασίλεψεν ο γήλιος, όλη μέρα",0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 1.0]","Alors, eux, jusqu'à ce que la nature règne, toute la journée."
601,"έτρωγαν, κι είχεν, ως έταίριαζε, καθείς το μερτικό του'",0.375,0.625,0.0,0.0,"[0.375, 0.625, 0.0, 0.0]","Ils mangeaient, et ils avaient, en tant que tels, chacun leur part;"
602,"μήτε η γλυκιά κιθάρα απόλειπε στου Απόλλωνα τα χέρια,",0.125,0.625,0.125,0.125,"[0.125, 0.625, 0.125, 0.125]",Ni la guitare douce ne manquait les mains d'Apollon.
603,"μήτε κι οί Μούσες, που γλυκόφωνα με τη σειρά έτραγούδουν.",0.375,0.5,0.125,0.0,"[0.375, 0.5, 0.125, 0.0]","Ni les Musées, qui chantent à voix basse."
604,"Και σύντας του ήλιου πια βασίλεψε το φως το αχτιδοβόλο,",0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 1.0]","Avec le soleil, il a régné la lumière, le clignotant,"
605,"καθένας στο δικό του ετράβηξε το αρχοντικό να γείρει,",0.25,0.625,0.125,0.0,"[0.25, 0.625, 0.125, 0.0]","Tout le monde dans le sien a tiré le manoir pour se lever,"
606,"κει που 'χε χτίσει στον καθένα τους παλάτι ο κουτσοπόδης,",0.375,0.625,0.0,0.0,"[0.375, 0.625, 0.0, 0.0]","Là où le pied-de-biche avait construit chacun d'eux,"
607,"ο ξακουστός τεχνίτης Ήφαιστος, με τη σοφή του τέχνη.",0.25,0.75,0.0,0.0,"[0.25, 0.75, 0.0, 0.0]","Le célèbre artisan Héphaïstos, avec sa sagesse d'art."
608,"Κι ο Δίας ο Ολύμπιος, ό αστραπόχαρος, στην κλίνη του τραβούσε,",0.25,0.75,0.0,0.0,"[0.25, 0.75, 0.0, 0.0]","Et Zeus l'Olympius, le fruit de foudre, tirait sur son lit,"
609,"εκεί που ως τώρα πάντα, ως του 'ρχονταν ύπνος γλυκός, κοιμόταν",0.125,0.875,0.0,0.0,"[0.125, 0.875, 0.0, 0.0]","Là où jusqu'à maintenant, jusqu'à ce qu'il s'endorme doux, il dormait"
610,"κει πάνω ανέβη, κι η χρυσόθρονη σιμά του επλάγιαζε Ήρα.",0.125,0.875,0.0,0.0,"[0.125, 0.875, 0.0, 0.0]","Là-haut, il monta, et le trône d'or le plaçait sur Héra."
